contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-45	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										245.6971							0																							0.919876					0.122443011												2016-04-13T20:19:08.821-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-46	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										250.6012							0																							0.9179304					0.114682403												2016-04-13T20:20:08.131-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-47	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										255.4792							0																							0.9170851					0.107889972												2016-04-13T20:21:06.321-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-48	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										260.5692							0																							0.9184639					0.101396934												2016-04-13T20:22:08.301-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-49	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										265.5237							0																							0.917861					0.096043343												2016-04-13T20:23:07.711-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-50	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										270.6069							0																							0.9169049					0.091398315												2016-04-13T20:24:07.361-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-51	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										275.5267							0																							0.9159181					0.086307265												2016-04-13T20:25:07.301-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-52	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										280.5745							0																							0.9163391					0.082522624												2016-04-13T20:26:07.131-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-53	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										285.5608							0																							0.9162593					0.078878343												2016-04-13T20:27:06.561-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-54	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										291.6221							0																							0.9169278					0.074573232												2016-04-13T20:28:20.001-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-55	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										295.5428							0																							0.9152831					0.072060663												2016-04-13T20:29:07.271-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-56	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										300.0349							0																							0.9168432					0.067255939												2016-04-13T20:34:41.492-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-0	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										300.0062							0																							0.913071					0.071299337												2016-04-13T20:43:29.233-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-1	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										294.4742							0																							0.915546					0.072769392												2016-04-13T20:46:46.523-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-2	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										289.2201							0																							0.915239					0.074993177												2016-04-13T20:47:51.383-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-3	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										284.2549							0																							0.9150007					0.077088867												2016-04-13T20:48:44.093-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-4	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										279.2314							0																							0.9144953					0.07929047												2016-04-13T20:49:35.513-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-5	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										274.3079							0																							0.9160677					0.081672403												2016-04-13T20:50:26.343-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-6	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										269.3217							0																							0.9167982					0.084010249												2016-04-13T20:51:18.883-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-7	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										264.3196							0																							0.9178795					0.08653												2016-04-13T20:52:12.643-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-8	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										259.2907							0																							0.9166241					0.088948619												2016-04-13T20:53:09.723-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-9	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										254.3828							0																							0.9165872					0.091503729												2016-04-13T20:54:09.334-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-10	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										249.4215							0																							0.9161512					0.094284669												2016-04-13T20:55:12.484-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-11	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										244.3861							0																							0.9155353					0.096912569												2016-04-13T20:56:19.204-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-12	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										239.5585							0																							0.9169576					0.099814116												2016-04-13T20:57:26.854-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-13	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										234.4014							0																							0.9177548					0.102835055												2016-04-13T20:58:37.394-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-14	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										229.4812							0																							0.9168443					0.105722624												2016-04-13T20:59:47.724-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-15	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										224.3782							0																							0.9166004					0.108919144												2016-04-13T21:00:57.894-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-16	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										219.3772							0																							0.9173186					0.111935166												2016-04-13T21:02:06.374-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-17	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										214.4019							0																							0.9179762					0.115018011												2016-04-13T21:03:14.204-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-18	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										209.3844							0																							0.9183722					0.118047431												2016-04-13T21:04:22.614-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-19	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										204.4915							0																							0.9187484					0.121235442												2016-04-13T21:05:30.935-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-20	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										199.3079							0																							0.9190693					0.124294254												2016-04-13T21:06:40.615-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-21	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										194.4442							0																							0.9182891					0.127059365												2016-04-13T21:07:44.565-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-22	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										189.4693							0																							0.9184704					0.129933923												2016-04-13T21:08:46.465-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-23	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										184.295							0																							0.9187072					0.13271663												2016-04-13T21:09:50.545-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-24	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										179.4091							0																							0.9195115					0.135116575												2016-04-13T21:10:50.825-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-25	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										174.4317							0																							0.9185419					0.13742674												2016-04-13T21:11:52.025-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-26	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										169.3616							0																							0.9199247					0.139992928												2016-04-13T21:12:52.945-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-27	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										164.3911							0																							0.9189986					0.142195249												2016-04-13T21:13:52.575-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-28	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										159.4052							0																							0.9183646					0.144306409												2016-04-13T21:14:52.565-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-29	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										154.3745							0																							0.9191297					0.14649768												2016-04-13T21:15:51.985-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-30	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										149.4075							0																							0.9199772					0.14846116												2016-04-13T21:16:51.095-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-31	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										144.4633							0																							0.9204679					0.15041779												2016-04-13T21:17:50.106-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-32	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										139.4546							0																							0.921577					0.15215721												2016-04-13T21:18:49.166-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-33	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										134.4175							0																							0.9216034					0.154078425												2016-04-13T21:19:48.546-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-34	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										129.3396							0																							0.9207963					0.155580994												2016-04-13T21:20:47.456-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-35	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										124.3826							0																							0.91998					0.157093812												2016-04-13T21:21:45.286-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-36	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										119.4223							0																							0.9204642					0.158375856												2016-04-13T21:22:43.826-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-37	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										114.2826							0																							0.923559					0.158566906												2016-04-13T21:23:40.196-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-38	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										109.4272							0																							0.9240761					0.159796768												2016-04-13T21:24:34.916-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-39	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										104.3225							0																							0.9252761					0.160999282												2016-04-13T21:25:31.746-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-40	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										99.36847							0																							0.9252681					0.162184917												2016-04-13T21:26:27.496-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-41	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										94.31816							0																							0.9251605					0.163243702												2016-04-13T21:27:21.566-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-42	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										89.26701							0																							0.9254164					0.164248536												2016-04-13T21:28:15.906-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-43	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										84.32912							0																							0.9249036					0.164994033												2016-04-13T21:29:09.127-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-44	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										79.36938							0																							0.9251683					0.166184917												2016-04-13T21:30:00.367-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-45	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										74.25316							0																							0.9253361					0.167037017												2016-04-13T21:30:52.137-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-46	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										69.1055							0																							0.9247562					0.167606215												2016-04-13T21:31:43.167-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-47	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										64.35606							0																							0.9259062					0.16836489												2016-04-13T21:32:29.627-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-48	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										59.20209							0																							0.9256129					0.168919475												2016-04-13T21:33:17.787-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-49	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										54.30476							0																							0.9268334					0.169578619												2016-04-13T21:34:02.197-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-50	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										49.30677							0																							0.9271631					0.170266409												2016-04-13T21:34:46.617-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-51	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										44.23352							0																							0.9268883					0.170743177												2016-04-13T21:35:30.307-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-52	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										39.07127							0																							0.9281125					0.171390276												2016-04-13T21:36:11.527-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-53	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										34.1872							0																							0.9285782					0.171908867												2016-04-13T21:36:50.947-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-54	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										29.13094							0																							0.9274102					0.172391989												2016-04-13T21:37:32.857-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-55	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										24.1648							0																							0.9283471					0.172753867												2016-04-13T21:38:15.717-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390-3-56	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MC	IRM-OldBlue			This study																										19.99594							0																							0.9278198					0.172882873												2016-04-13T21:54:22.399-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390-4-0	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MW	IRM-OldBlue			This study																										19.99401							0																							0.9262111					0.173069199												2016-04-13T21:55:34.639-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390-4-1	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MW	IRM-OldBlue			This study																										25.53492							0																							0.9267671					0.172497348												2016-04-13T21:56:54.069-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390-4-2	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MW	IRM-OldBlue			This study																										30.52708							0																							0.9277668					0.17184616												2016-04-13T21:57:53.809-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390-4-3	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MW	IRM-OldBlue			This study																										35.52007							0																							0.9271315					0.171279199												2016-04-13T21:58:55.279-05:00					
		magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390-4-4	magnetite_BangsLabs_11-nm 01-LP-CW-SIRM:LP-MW-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-CW-SIRM:LP-MW	IRM-OldBlue			This study																										40.56491							0																							0.925929					0.17102953												2016-04-13T21:59:55.579-05:00					
